"id","name","bn_name","code","hrms_code","city","phone","email","routing_no","address","recommended_manpower","description","parent_id","type","created_at","updated_at"
380,"Gopinathpur Bazar Branch, Brahmanbaria","গোপীনাথপুর বাজার শাখা, ব্রাহ্মণবাড়িয়া","2435","BR271",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 12:58:55"
381,"Goshaipur Branch, Brahmanbaria","গোসাইপুর শাখা, ব্রাহ্মণবাড়িয়া","2416","BR272",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:02:16"
382,"Jibanganj Bazar Branch, Brahmanbaria","জীবনগঞ্জ বাজার শাখা, ব্রাহ্মণবাড়িয়া","2430","BR273",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:02:30"
383,"Kaitala Branch, Brahmanbaria","কাইতলা শাখা, ব্রাহ্মণবাড়িয়া","2432","BR274",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:02:43"
384,"Kalikatcha Branch, Brahmanbaria","কালিকচ্ছ শাখা, ব্রাহ্মণবাড়িয়া","2412","BR275",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:02:53"
385,"Kasba Branch, Brahmanbaria","কসবা শাখা, ব্রাহ্মণবাড়িয়া","2422","BR276",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:03"
386,"Kuti Bazar Branch, Brahmanbaria","কুটি বাজার শাখা, ব্রাহ্মণবাড়িয়া","2434","BR277",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:13"
387,"Lalpur Bazar Branch, Brahmanbaria","লালপুর বাজার শাখা, ব্রাহ্মণবাড়িয়া","2404","BR278",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:26"
388,"Laurfatepur Branch, Brahmanbaria","লাউরফতেপুর শাখা, ব্রাহ্মণবাড়িয়া","2426","BR279",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:35"
389,"Nabinagar Branch, Brahmanbaria","নবীনগর শাখা, ব্রাহ্মণবাড়িয়া","2415","BR280",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:46"
390,"Nasir Nagar Branch, Brahmanbaria","নাসির নগর শাখা, ব্রাহ্মণবাড়িয়া","2419","BR281",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:03:57"
391,"Nurpur Bazar Branch, Brahmanbaria","নুরপুর বাজার শাখা, ব্রাহ্মণবাড়িয়া","2405","BR282",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:04:13"
392,"Sarail Branch, Brahmanbaria","সরাইল শাখা, ব্রাহ্মণবাড়িয়া","2410","BR283",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:04:23"
393,"Satborga Bazar Branch, Brahmanbaria","সাতবর্গ বাজার শাখা, ব্রাহ্মণবাড়িয়া","2403","BR284",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:04:37"
394,"Satmora Bazar Branch, Brahmanbaria","সাতমোড়া বাজার শাখা, ব্রাহ্মণবাড়িয়া","2436","BR285",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:04:47"
397,"Ashikati Branch, Chandpur","আশিকাটি শাখা, চাঁদপুর","2526","BR288",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:06:56"
396,"Aynatali Bazar Branch, Chandpur","আয়নাতলী বাজার শাখা, চাঁদপুর","2521","BR287",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:06:37"
398,"Bagra Bazar Branch, Chandpur","বাগড়া বাজার শাখা, চাঁদপুর","2515","BR289",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:07:05"
399,"Bakila Bazar Branch, Chandpur","বাকিলা বাজার শাখা, চাঁদপুর","2518","BR290",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:07:15"
401,"Chandpur Branch, Chandpur","চাঁদপুর শাখা, চাঁদপুর","2501","BR292",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:07:30"
402,"Chandra Bazar Branch, Chandpur","চান্দ্রা বাজার শাখা, চাঁদপুর","2508","BR293",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:07:50"
404,"Charbhairabi Bazar Branch, Chandpur","চরভৈরবী বাজার শাখা, চাঁদপুর","2517","BR295",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:08:25"
400,"Puran Bazar Branch, Chandpur","পুরান বাজার শাখা, চাঁদপুর","2502","BR291",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:08:39"
403,"Changarchar Branch, Chandpur","ছেঙ্গারচর শাখা, চাঁদপুর","2510","BR294",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:08:50"
405,"Chotosundar Bazar Branch, Chandpur","ছোটসুন্দর বাজার শাখা, চাঁদপুর","2503","BR296",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:09:14"
406,"Faridganj Branch, Chandpur","ফরিদগঞ্জ শাখা, চাঁদপুর","2507","BR297",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:10:46"
407,"Gajra Bazar Branch, Chandpur","গজরা বাজার শাখা, চাঁদপুর","2525","BR298",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:11:01"
408,"Gulbahar Branch, Chandpur","গুলবাহার শাখা, চাঁদপুর","2524","BR299",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:11:14"
409,"Haimchar Branch, Chandpur","হাইমচর শাখা, চাঁদপুর","2504","BR300",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:11:25"
410,"Hajiganj Branch, Chandpur","হাজীগঞ্জ শাখা, চাঁদপুর","2511","BR301",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:11:47"
411,"Kachua Branch, Chandpur","কচুয়া শাখা, চাঁদপুর","2512","BR302",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:12:03"
412,"Kakairtala Bazar Branch, Chandpur","কাকৈরতলা বাজার শাখা, চাঁদপুর","2514","BR303",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:12:14"
413,"Kalir Bazar Branch, Chandpur","কালির বাজার শাখা, চাঁদপুর","2507","BR304",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:12:25"
414,"Majhigacha Bazar Branch, Chandpur","মাঝিগাছা বাজার শাখা, চাঁদপুর","2528","BR305",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:12:38"
415,"Master Bazar Branch, Chandpur","মাষ্টার বাজার শাখা, চাঁদপুর","2523","BR306",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:12:56"
416,"Matlab Branch, Chandpur","মতলব শাখা, চাঁদপুর","2509","BR307",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:13:08"
417,"Munshirhat Branch, Chandpur","মুন্সীরহাট শাখা, চাঁদপুর","2506","BR308",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:13:25"
419,"Pirojpur Bazar Branch, Chandpur","পিরোজপুর বাজার শাখা,চাঁদপুর","2527","BR310",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:14:18"
420,"Sachar Bazar Branch, Chandpur","সাচার বাজার শাখা, চাঁদপুর","2522","BR311",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:14:32"
421,"Saheb Bazar Branch, Chandpur","সাহেব বাজার শাখা, চাঁদপুর","2520","BR312",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:14:47"
422,"Shaharpar Branch, Chandpur","সাহারপাড় শাখা, চাঁদপুর","2529","BR313",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:15:01"
423,"Shahrasti Branch, Chandpur","শাহরাস্তি শাখা, চাঁদপুর","2513","BR314",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-20 13:15:23"
425,"Amzadhat Branch, Feni","আমজাদহাট শাখা, ফেনী","2706","BR316",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:31:12"
442,"Adda Bazar Branch, Laksam","আড্ডা বাজার শাখা, লাকসাম","5305","BR333",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:33:17"
426,"Box Mahmud Bazar Branch, Feni","বক্সমাহমুদ বাজার শাখা, ফেনী","2710","BR317",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:27:19"
427,"Chagalnaiya Branch, Feni","ছাগলনাইয়া শাখা, ফেনী","2705","BR318",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:27:32"
428,"Daganbhuiyan Branch, Feni","দাগনভূঁইয়া শাখা, ফেনী","2704","BR319",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:27:44"
429,"Dudmukha Bazar Branch, Feni","দুধমুখা বাজার শাখা, ফেনী","2703","BR320",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:27:55"
430,"Fazilpur Bazar Branch, Feni","ফাজিলপুর বাজার শাখা, ফেনী","2717","BR321",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:03"
431,"Feni Branch, Feni","ফেনী শাখা, ফেনী","2701","BR322",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:12"
432,"Fulgazi Branch, Feni","ফুলগাজী শাখা, ফেনী","2711","BR323",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:22"
433,"GM Hat Branch, Feni","জিএম হাট শাখা, ফেনী","2708","BR324",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:35"
434,"Jaylasker Branch, Feni","জায়লস্কর শাখা, ফেনী","2702","BR325",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:46"
435,"Kuhuma Shantir Bazar Branch, Feni","কুহুমা শান্তির বাজার শাখা, ফেনী","2715","BR326",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:28:57"
436,"Kuraish Munshi Bazar Branch, Feni","কুরাইশ মুন্সী বাজার শাখা, ফেনী","2716","BR327",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:29:22"
437,"Kutirhat Branch, Feni","কুটিরহাট শাখা, ফেনী","2713","BR328",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:29:30"
438,"Mukto Bazar Branch, Feni","মুক্ত বাজার শাখা, ফেনী","2718","BR329",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:29:40"
439,"Parshuram Branch, Feni","পরশুরাম শাখা, ফেনী","2709","BR330",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:29:48"
440,"Shuvapur Branch, Feni","শুভপুর শাখা, ফেনী","2707","BR331",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:29:58"
441,"Sonagazi Branch, Feni","সোনাগাজী শাখা, ফেনী","2712","BR332",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:30:13"
424,"Aftab Bibir Hat Branch, Feni","আফতাব বিবির হাট শাখা, ফেনী","2714","BR315",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:30:49"
443,"Alishwar Bazar Branch, Laksam","আলীশ্বর বাজার শাখা, লাকসাম","5304","BR334",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:33:26"
444,"Babuchi Bazar Branch, Laksam","বাবুচি বাজার শাখা, লাকসাম","2332","BR335",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:33:39"
445,"Bagmara Bazar Branch, Laksam","বাগমারা বাজার শাখা, লাকসাম","5303","BR336",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:33:51"
447,"Barura Branch, Laksam","বরুড়া শাখা, লাকসাম","2318","BR338",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:35:35"
448,"Batisha Branch, Laksam","বাতিশা শাখা, লাকসাম","5308","BR339",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:35:43"
449,"Bhaukshar Bazar Branch, Laksam","ভাউকসার বাজার শাখা, লাকসাম","2319","BR340",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:35:53"
450,"Bizra Bazar Branch, Laksam","বিজরা বাজার  শাখা, লাকসাম","2314","BR341",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:35:59"
451,"Chouddagram Branch, Laksam","চৌদ্দগ্রাম শাখা, লাকসাম","2307","BR342",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:08"
452,"Chowdhury Bazar Branch, Laksam","চৌধুরী বাজার শাখা, লাকসাম","2311","BR343",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:15"
453,"Dhalua Branch, Laksam","ঢালুয়া শাখা, লাকসাম","2309","BR344",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:24"
454,"Hasnabad Branch, Laksam","হাসনাবাদ শাখা, লাকসাম","5306","BR345",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:32"
455,"Kadair Bazar Branch, Laksam","কাদৈর বাজার শাখা, লাকসাম","5307","BR346",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:43"
456,"Kankapaith Branch, Laksam","কনকাপৈত শাখা, লাকসাম","2312","BR347",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:36:52"
457,"Kashinagar Branch, Laksam","কাশিনগর শাখা, লাকসাম","2308","BR348",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:37:04"
458,"Khoshbash Branch, Laksam","খোশবাস শাখা, লাকসাম","5302","BR349",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:37:15"
459,"Lakshanpur Bazar Branch, Laksam","লক্ষণপুর বাজার শাখা, লাকসাম","2341","BR350",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:53","2022-12-21 04:37:35"
460,"Laksam Branch, Laksam","লাকসাম শাখা, লাকসাম","2315","BR351",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:37:41"
461,"Mawlana Shaheber Bazar Branch, Laksam","মাওলানা সাহেবের বাজার শাখা, লাকসাম","2344","BR352",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:37:50"
462,"Miah Bazar Branch, Laksam","মিয়া বাজার শাখা, লাকসাম","2345","BR353",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:38:01"
463,"Monoharganj Branch, Laksam","মনোহরগঞ্জ শাখা, লাকসাম","2317","BR354",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:38:11"
464,"Nangalkot Branch, Laksam","নাঙ্গলকোট শাখা, লাকসাম","2329","BR355",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:38:22"
466,"Sonaimuri Bazar Branch, Laksam","সোনাইমুড়ী বাজার শাখা, লাকসাম","2337","BR357",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:39:01"
467,"Char Alexandar Branch, Lakshmipur","চর আলেকজান্ডার শাখা, লক্ষ্মীপুর","2807","BR358",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:41:40"
468,"Char Falcon Branch, Lakshmipur","চর ফলকন শাখা, লক্ষ্মীপুর","2809","BR359",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:41:52"
469,"Char Gazi Branch, Lakshmipur","চর গাজী শাখা, লক্ষ্মীপুর","2808","BR360",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:42:06"
470,"Chowdhury Bazar Branch, Lakshmipur","চৌধুরী বাজার শাখা, লক্ষ্মীপুর","2814","BR361",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:42:16"
471,"Dighali Bazar Branch, Lakshmipur","দিঘলী বাজার শাখা, লক্ষ্মীপুর","2818","BR362",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:42:26"
472,"Hajirpara Branch, Lakshmipur","হাজিরপাড়া শাখা, লক্ষ্মীপুর","2802","BR363",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:42:35"
473,"Jaksin Bazar Branch, Lakshmipur","জকসিন বাজার শাখা, লক্ষ্মীপুর","2813","BR364",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:42:49"
474,"Munsirhat Branch, Lakshmipur","মুন্সিরহাট শাখা, লক্ষ্মীপুর","2812","BR365",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:53:39"
476,"Lakshmipur Branch, Lakshmipur","লক্ষ্মীপুর শাখা, লক্ষ্মীপুর","2801","BR367",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:53:55"
477,"Majirgaon Bazar Branch, Lakshmipur","মাঝিরগাঁও বাজার শাখা, লক্ষ্মীপুর","2806","BR368",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:54:05"
478,"Mitali Bazar Branch, Lakshmipur","মিতালী বাজার শাখা, লক্ষ্মীপুর","2816","BR369",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 04:54:12"
479,"Panpara Bazar Branch, Lakshmipur","পানপাড়া বাজার শাখা, লক্ষ্মীপুর","2811","BR370",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:14:49"
480,"Poddar Bazar Branch, Lakshmipur","পোদ্দার বাজার শাখা, লক্ষ্মীপুর","2817","BR371",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:14:56"
481,"Raipur Branch, Lakshmipur","রায়পুর শাখা, লক্ষ্মীপুর","2803","BR372",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:15:05"
482,"Rakhalia Bazar Branch, Lakshmipur","রাখালিয়া বাজার শাখা, লক্ষ্মীপুর","2804","BR373",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:15:12"
483,"Ramganj Branch, Lakshmipur","রামগঞ্জ শাখা, লক্ষ্মীপুর","2805","BR374",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:15:47"
484,"Torabganj Bazar Branch, Lakshmipur","তোরাবগঞ্জ বাজার শাখা, লক্ষ্মীপুর","2810","BR375",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:15:54"
485,"Abirpara Branch, Noakhali","আবিরপাড়া শাখা, নোয়াখালী","2621","BR376",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:16:47"
486,"Basurhat Branch, Noakhali","বসুরহাট শাখা, নোয়াখালী","2607","BR377",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:16:57"
487,"Battoly Bazar Branch, Noakhali","বটতলী বাজার শাখা, নোয়াখালী","2614","BR378",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:05"
488,"Char Fakira Branch, Noakhali","চর ফকিরা শাখা, নোয়াখালী","2620","BR379",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:14"
489,"Charishwar Branch, Noakhali","চরঈশ্বর শাখা, নোয়াখালী","2616","BR380",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:22"
490,"Chatkhil Branch, Noakhali","চাটখীল শাখা, নোয়াখালী","2609","BR381",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:33"
491,"Choumohani Branch, Noakhali","চৌমুহনী শাখা, নোয়াখালী","2604","BR382",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:40"
492,"Deoti Bazar Branch, Noakhali","দেউটি বাজার শাখা, নোয়াখালী","2605","BR383",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:17:48"
493,"Hazarihat Branch, Noakhali","হাজারীহাট শাখা, নোয়াখালী","2619","BR384",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:01"
494,"Jahajmara Branch, Noakhali","জাহাজমারা  শাখা, নোয়াখালী","2611","BR385",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:11"
495,"Kabirhat Branch, Noakhali","কবিরহাট শাখা, নোয়াখালী","2623","BR386",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:18"
496,"Kadirpur Branch, Noakhali","কাদিরপুর শাখা, নোয়াখালী","2606","BR387",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:27"
497,"Kormullah Bazar Branch, Noakhali","করমুল্যা বাজার শাখা, নোয়াখালী","2622","BR388",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:36"
498,"Khasherhat Branch, Noakhali","খাশের হাট শাখা, নোয়াখালী","2602","BR389",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:43"
499,"Kotober Hat Branch, Noakhali","কুতুবের হাট শাখা, নোয়াখালী","2613","BR390",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:18:53"
502,"Maijdee Court Branch, Noakhali","মাইজদী কোর্ট শাখা, নোয়াখালী","2601","BR393",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:19:16"
500,"Miarhat Branch, Noakhali","মিয়ারহাট শাখা, নোয়াখালী","2617","BR391",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:19:29"
501,"Neazpur Branch, Noakhali","নেয়াজপুর শাখা, নোয়াখালী","2603","BR392",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:19:36"
503,"Ram Narayanpur Branch, Noakhali","রাম নারায়নপুর শাখা, নোয়াখালী","2618","BR394",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:19:44"
504,"Senbagh Branch, Noakhali","সেনবাগ শাখা, নোয়াখালী","2608","BR395",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:19:54"
505,"Sahebanir Bazar Branch, Noakhali","সাহেবানীর বাজার শাখা, নোয়াখালী","2612","BR396",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:20:04"
506,"Sonapur Branch, Noakhali","সোনাপুর শাখা, নোয়াখালী","2615","BR397",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:20:12"
507,"Yasin Hazirhat Branch, Noakhali","ইয়াছিন হাজিরহাট শাখা, নোয়াখালী","2624","BR398",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"BR","2022-12-20 07:39:54","2022-12-21 05:20:20"
